,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
LINCOLN NATIONAL,4.139456161574313e-19,0.0,0.0,7.623266004556498e-19,0.0,0.0,4.057962518301118e-18,2.232265178478224e-18,2.905083209698885e-18,2.207385450128106e-18,8.603693181304258e-19,0.0,8.014869011017062e-19,0.0,1.2058589332657766e-18,1.0488145457638249e-19,2.1876476572097765e-18,0.0
LINDSAY,1.0355083258188743e-20,2.518126999347775e-19,0.0,0.0,6.0085613029940815e-19,1.0152474102145863e-18,0.0,0.0,5.576837632599752e-20,6.617796152612914e-19,5.0227122635705895e-19,3.8303490717259884e-19,1.4854270548592857e-18,0.021731052060797725,0.02619240207087555,0.041346351451637085,0.06903925847097042,0.026545712352112286
LITTELFUSE,0.0,1.3076851438023322e-18,0.0,0.0,3.2413219262682583e-18,0.0,0.0,5.4997811469754754e-18,4.0424047214480945e-18,1.5074103041452549e-18,0.0,0.0,5.675104162298531e-19,0.0,4.1086403524718974e-19,0.0,4.0421714894749947e-19,0.0
LOCKHEED MARTIN,0.03597418946928633,0.0405632081204406,0.02902069599988769,0.00844336662400008,0.0,0.0,0.0,0.0,0.0,0.0,0.0440813375565897,0.0200242851719093,0.012846902343648846,0.023314006592120885,9.14647563424937e-19,1.4110358999489892e-18,1.3948248521215755e-18,3.494414889810569e-18
LOEWS,5.735148622930128e-19,1.944430338840247e-18,1.2790398364448563e-18,0.0,0.0,4.557787465627307e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001992628447460465,0.0011955505040709756,0.0,6.161711896861483e-19,1.7863159671037917e-19
LOWE'S COMPANIES,0.0,0.0,0.0,6.339862032308901e-19,5.200338360508542e-19,0.0,1.426038241801184e-18,1.5062282858275176e-18,0.0,0.0,0.0,0.0,1.7869241341055395e-18,1.6445850603506048e-19,0.0,0.0,1.894291339834359e-18,0.0
LUMEN TECHNOLOGIES,0.0,2.1495783620751275e-19,8.32593985860393e-19,3.7096258860720237e-19,0.0,0.0,4.6592162755838785e-18,5.740765678204047e-18,0.0,1.0946769022511052e-18,0.0,3.508609913869227e-19,0.0,1.6889511452010873e-19,0.0,4.345613841302304e-19,0.0,0.0
M&T BANK,0.0,0.0,0.0,0.013002936503946308,0.0,0.0,1.4138607306366288e-18,3.617136375377237e-19,0.0,0.0,0.037950715575766736,0.0,0.00859067447436479,0.008836745488924838,9.172742189876541e-19,0.0,6.323586575829022e-19,0.0
MDC HOLDINGS,1.0586764651920404e-18,0.0,0.0,0.0,5.960775595866944e-20,0.0,0.0,0.0,0.0,1.0761899597148702e-18,0.0,0.0,1.224333313377111e-18,2.6106341301323754e-19,2.5849017073916757e-19,0.0,4.485728919489061e-18,0.0
MDU RESOURCES GROUP,1.400886361713028e-19,7.660805270900309e-20,6.697581698500354e-19,2.5816070455130804e-19,2.1339896449619956e-18,0.0,0.0,1.6419170116782987e-18,2.7233148313955947e-19,0.0,1.1639694100653216e-18,0.0,0.0,1.761768758130638e-18,9.563498145568602e-21,1.236298168049393e-18,2.916350124436879e-19,0.0
MGM RESORTS INTL.,4.741360160446994e-19,0.0,0.0,1.5313889807664338e-18,0.0,0.0,3.593374278719543e-18,4.309331819931573e-18,1.0061182747523971e-17,0.0,0.0,0.0,3.272241445687038e-19,0.0,2.280551291920576e-19,0.0,1.6732518091419931e-18,5.87917374843896e-19
MSC INDL.DIRECT 'A',0.0,0.0,0.0,1.0188636727291191e-18,6.388701307739998e-19,0.0,0.0,1.0389871688429296e-18,0.0,0.0,0.0,0.0,0.002498395921738966,1.1699237891909678e-18,3.61915954168254e-19,0.0,0.0,1.1874597702705444e-18
MACERICH,0.0,1.666270729937863e-18,0.0,0.0,4.7275621012284e-19,4.892251571474608e-18,0.0,0.0,0.0,0.0,1.4781206264129385e-18,0.0,0.0,5.269341728196861e-19,3.348366862861848e-18,5.60988647342715e-19,3.641003103320807e-18,1.986387627366196e-18
VERIS RESIDENTIAL,3.396971232128253e-19,1.3399905887565803e-18,0.0,6.849935251090877e-19,5.723613868843855e-19,2.395852553674105e-20,0.0,0.0,5.828721912922716e-19,9.87701459307695e-19,6.325154390000208e-19,0.0,0.0,0.0,9.70364256250775e-19,6.224610191621349e-20,0.0,1.689650828835302e-18
MACY'S,0.0,9.19017747490374e-19,0.0,9.774159682938084e-19,0.0,7.439407556704628e-20,1.6630765990441245e-18,2.507683796940088e-18,0.0,0.0,0.0,0.0,7.0586263788484e-20,2.6563450098618414e-19,0.0,1.3223225794688034e-18,0.0,3.640528415467048e-18
MANITOWOC,0.0,1.1869342043144644e-18,9.051426315396942e-19,0.0,1.3505665504682315e-18,3.799652653215604e-18,0.0,0.0,1.4074009700603114e-18,0.0,1.4435386220814645e-18,0.0,1.7520215357021497e-18,1.0098731387199822e-19,0.0,8.537890390243665e-19,1.633814643688394e-18,8.495158004130474e-19
MANPOWERGROUP,0.0,3.476382474195622e-19,0.0,6.745883580838453e-19,7.271615090686361e-19,0.0,0.0,0.0,5.39782746222016e-19,4.858374377807121e-19,3.1387927984986663e-19,3.2113937102551457e-19,5.674121127583707e-19,0.0,0.0,7.596135216334249e-19,1.5240367827583573e-18,0.0
MARATHON OIL,0.0,0.0,0.0,0.0,2.212436209447e-19,2.897765199808905e-18,2.4938331664943875e-19,2.240521854798464e-19,0.0,2.6792827107705685e-20,4.987138132369676e-19,0.0,0.0,6.132963566346571e-19,1.4744042334218707e-18,0.0,6.329798246819285e-18,0.0
MARKEL GROUP,0.030273544003542097,0.013192979178503478,0.007729640792730029,0.0008513265577748961,5.827302567296686e-19,1.2786149360711412e-18,2.180287605483763e-18,3.67195581332577e-18,0.0,1.096188942810536e-19,0.0,1.22247798605238e-18,8.147229656473513e-19,8.592108368225841e-19,0.0,1.173134768060982e-18,2.181432976831815e-18,3.672852075385112e-19
MARSH & MCLENNAN,8.272650855831596e-19,0.0,0.0,0.0,0.0,1.6991876325652014e-18,1.0943744743635028e-18,0.0,0.0,0.0,7.621565872588297e-19,0.0,3.374896199811995e-19,0.0,2.9390953900312944e-18,0.0,0.0,1.3529605391196048e-18
MARRIOTT INTL.'A',0.0,3.487612578522409e-19,0.0,0.0,0.0,0.0,1.7251252434976268e-18,0.0,5.189318521668125e-20,0.0,0.0,0.0,1.8136208941311278e-18,0.0,1.0361739301901967e-18,0.0,3.7247931453118156e-19,2.3086383038219034e-18
MARTIN MRTA.MATS.,1.5150147332037922e-19,1.4652550924834978e-18,8.722734020367508e-19,2.9065321505777533e-19,0.0,2.8500581378865172e-18,0.0,6.262376524726148e-18,0.0,1.8282020153423888e-18,0.0,9.746704577092378e-19,1.2741546193824993e-18,0.0,3.143558462131852e-19,0.0,1.282730959381324e-18,0.0
MASCO,7.896410934099021e-19,0.0,0.0,6.976025614775673e-19,0.0,0.0,0.0,0.0,1.9165693141859274e-18,4.108318300175135e-18,0.0,1.4853608262372742e-18,1.6373839707679828e-18,1.6497386798649006e-18,5.322015878665825e-19,1.0001729168262368e-18,0.0,1.6360280975865319e-18
MATTEL,0.0,1.9212352139201303e-19,0.0,7.709535989557241e-19,2.4392353212711436e-19,0.0,0.0,4.2903973425554816e-19,0.0,0.0,0.0,0.0,0.0,7.677201939822637e-19,9.138280569704255e-19,0.0,0.0,0.0
MCCORMICK & COMPANY NV.,0.0,0.0,0.0,1.8140643529636154e-19,0.0,0.0,0.01840339757525537,0.0011674802238495752,0.0,0.03559994025885715,0.0,0.0,2.765577261577497e-18,0.0,0.0009424694653347029,0.04154905039510573,0.0,0.0
MCDONALDS,0.0,0.0,1.1901978896781616e-18,0.0,8.107579889392796e-19,0.0,9.689919298429902e-19,0.0,0.0,0.02307442432084696,0.04325533680199056,0.009524302439313993,0.00019649539627293502,0.007803870785900796,0.009246666127786305,0.006849089794217932,4.661320071561566e-05,0.0
MCKESSON,7.197888499154055e-19,5.0453285267594996e-20,0.0,0.006016125547269873,2.6462853856768475e-19,0.0,0.0,0.0,0.0,0.017958611846640906,1.0185060277320097e-18,1.6134116034799725e-18,0.0,8.446026762857253e-19,5.674931185476936e-19,0.0,0.0,3.4269779467059956e-19
PEDIATRIX MEDICAL GROUP,2.813729730483189e-18,5.165109168075963e-19,1.6424313851593373e-19,1.8628605950557095e-18,1.1685323166835737e-18,9.612737795818808e-21,0.0,0.0,8.479333171301869e-19,1.2052940142321977e-18,0.0,0.0,0.0,0.0,1.8583242413307273e-18,4.052541049797887e-20,2.6783432682789636e-18,8.198218540051295e-19
MERCK & COMPANY,0.01884936541434189,0.030664354811595126,0.011197740595444268,0.003174457893756889,3.9963607154396556e-19,0.0,0.0,0.0,0.0,0.0,0.024507671756965832,0.0,0.0,0.0,3.745346394661991e-18,0.0,0.0009301844578216232,0.0
MERCURY GENERAL,0.0,0.0,0.0,0.0,1.0147154366615627e-18,0.0,0.0,0.0,0.0,0.0,0.0026680116221987436,0.011594704556071556,0.013859082984104943,0.014210978954784086,0.0015200711894050537,0.0,0.012401899399278911,0.015868888964800664
METTLER TOLEDO INTL.,1.7510981446153794e-20,0.0,1.212212337259798e-19,0.0,1.2830103639179165e-18,0.0,0.0,0.0,0.0,0.0,0.0,4.629700734576052e-19,5.170693611426542e-19,1.1043188593364747e-18,3.277532088772554e-19,4.942632296814917e-19,0.0,7.098865496409872e-18
MICROSOFT,0.019462981863194145,0.01574554115838178,0.0,0.0,0.0,1.8978163657907395e-19,0.0,0.0,9.785651527156266e-19,6.446137458534927e-19,0.0,0.01690129936476748,0.013114155649047847,0.023571029851313798,0.0,0.0,0.0,0.0
MICROCHIP TECH.,1.0839452966633858e-18,0.0,1.755119971297219e-19,0.0,7.380697879904795e-19,0.0,0.0,2.5452179592636056e-18,3.8072572028431764e-19,0.0,0.0,8.0517841636954e-20,0.0,0.0,2.1017136691543538e-19,0.0,2.6739428030589293e-18,1.5776266497712095e-18
MICRON TECHNOLOGY,4.940361501740074e-19,1.3862099598872721e-19,9.44540836213615e-19,0.0,8.659190101705213e-20,0.0,3.9645731578124085e-19,0.0,9.633648054999196e-19,2.6197930673863482e-18,0.0,3.0499314160721553e-18,7.488829139283178e-19,6.735197781636637e-20,1.9955260180653114e-19,0.0,1.501835677785605e-19,0.0
MILLERKNOLL,6.652765847304992e-21,7.207465474147982e-20,0.0,1.4784233164020506e-18,1.9483120857148724e-19,1.444227885680876e-18,1.765006414282214e-19,0.0,1.0183343545509573e-18,4.958655552748588e-19,0.0,0.0,6.250570781912053e-19,0.0,0.0,2.0489688355875193e-19,5.651631484773958e-19,8.764945484243367e-19
MOHAWK INDUSTRIES,0.0,0.0,9.441656287556206e-19,0.0,9.677156259707836e-19,4.1339194627441283e-19,0.0,3.802519910667577e-18,8.006108783764835e-19,5.7748007996523755e-18,1.1242327423108703e-18,2.435687135999335e-19,0.0,0.0,1.0489976154574063e-18,1.3034681531577935e-19,0.0,0.0
MOLSON COORS BEVERAGE COMPANY B,4.809918986966425e-19,5.843503813077373e-19,1.8021136561906337e-18,0.0,0.0,2.998037262199799e-18,2.0344249072992254e-18,0.0,0.0,2.810277343174065e-19,0.0,1.1007227238817072e-18,5.127495615246066e-19,0.0,6.816618240457228e-19,0.0,0.0,3.474574000346919e-18
MONSTER BEVERAGE,6.129252856315906e-20,0.0,0.0,9.521156283157081e-19,2.28400151341951e-18,0.0,3.2799852436743156e-18,0.0,0.03783492696182404,0.04608889064258961,1.3734849445832799e-18,0.0,9.179983853259946e-19,0.0,0.0,0.0,0.0,0.0
MOODY'S,0.001505068057099805,0.010783569461030219,4.895703948223249e-19,3.8261071974421387e-19,0.0,0.0,1.0798515033350425e-18,2.841799138856997e-18,0.0,1.9131531981544e-18,2.6788114682548013e-18,5.56285887206802e-19,4.749180192897666e-19,1.2798649045799738e-19,0.0,0.0,0.0,0.0
MORGAN STANLEY,0.0,0.0,0.0,6.275324023714783e-20,8.135148857161109e-19,0.0,0.0,1.8174488782475942e-19,0.0,0.0,0.0,0.0,1.106704748420722e-18,7.540552874581138e-19,8.876239511474517e-19,8.526775547608279e-20,0.0,0.0
MOSAIC,7.166768533966852e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.293237491362321e-19,7.019831717420172e-19,0.0,1.7704212818660604e-18,2.2865346847616524e-18,2.1903914622951953e-19,4.0422846272168554e-19,0.0,1.4943279849712857e-18,0.0
MOTOROLA SOLUTIONS,1.6209149466629905e-18,0.0,0.0,7.005682361391603e-19,9.788222753008023e-19,0.0,0.0,1.2391858365588288e-18,0.0,0.0,1.435299567411347e-18,0.040295787958349955,0.0376245372971565,0.04135600212885039,0.02048215232624998,2.2605117789733404e-19,6.267621729774286e-19,0.0
MURPHY OIL,9.569848836672886e-19,0.0,0.0,0.01771527393691008,0.011307009203038511,0.0,8.09996401838928e-20,0.0,0.0,2.259582538122602e-18,0.0,0.0,1.9991610349444591e-19,6.165654209612355e-19,1.246245597723968e-18,0.0,0.0,0.0
NCR,0.0,4.861232315748887e-19,0.0,1.6608844530623274e-18,0.0,1.1697111223893808e-18,0.0,1.0707197722732415e-18,1.8902081080472823e-18,1.814558598293821e-18,1.870005680577996e-18,0.0,0.0,4.721162113927122e-19,0.0,3.1202544815331197e-19,9.431529920444652e-21,0.0
NVR,5.307030482573775e-19,1.2110487339696042e-18,1.5837505460261992e-18,0.0,0.0,8.746655071199222e-19,9.773944991312108e-19,0.0,6.004174903326352e-19,3.173440240749593e-19,4.565513631623868e-18,1.2469743579080161e-18,3.5781255700998326e-19,3.085574894120909e-19,1.4964586953134958e-18,1.0355042853283717e-18,0.0,0.0
NOV,6.758800078806134e-19,3.3269037192724026e-19,7.440214997815993e-19,0.0,0.0,0.0,6.7658603855790425e-19,3.944502328132832e-18,0.0,1.917762843194412e-18,5.222502039056222e-19,5.57449062409806e-19,2.706189635154865e-18,0.0,0.0,0.0,1.8449539971224464e-18,0.0
NATIONAL FUEL GAS,4.234276610361008e-19,0.0,0.0,1.369650079975889e-18,0.0,2.6084364993851213e-18,1.5942613360109772e-18,0.0,2.957469014109985e-19,7.745883708745082e-19,0.0,0.0,6.747730304427742e-19,4.156259512768704e-19,0.0,2.3637202167032313e-19,1.5728931435394596e-18,0.0
NATIONAL INSTS.,0.0,0.0,8.75333295049778e-19,5.439620260792683e-20,1.365092037760114e-18,0.0,2.158527665739631e-20,0.0,7.852626297885487e-19,9.007311366539091e-19,0.0,2.917502440694797e-20,3.651395277398991e-20,3.0620706055041855e-19,2.0770011544203493e-19,0.0,5.167368204136413e-19,2.7068808956297497e-19
NETAPP,2.277807721464464e-19,0.0,0.0,0.0,6.246220158396436e-19,0.0,9.762343248048998e-20,1.935015951900133e-18,0.0,0.0,0.0,1.0571767481528601e-19,0.0,6.374760294272299e-19,4.358289381844634e-19,0.0,4.934511639721289e-19,2.2222062810925397e-18
NEW YORK COMMUNITY BANCORP,0.0,0.0,0.0,1.0644021396597733e-19,2.4950480595821025e-18,0.0,6.396554477375457e-19,2.029368086026808e-18,4.633625565943042e-18,0.0,1.5800837730829784e-18,2.829807610536201e-20,0.00030219032842022854,0.008706612966309507,0.008305232620857169,0.0,0.0,6.133900743205909e-19
NEW YORK TIMES 'A',3.3140992357860287e-18,0.0,0.0,2.6627761322853854e-19,0.0,4.039314299457861e-18,0.0,3.967534926526687e-18,0.0,0.0,1.6114699744171822e-18,0.0,1.5227505314632527e-18,1.0685018929704157e-18,4.792481447969484e-19,1.8062254851510636e-19,4.508115664974609e-19,0.0
NEWELL BRANDS (XSC),0.00022261210619878264,0.0,0.0,1.786970338863879e-19,3.4024486728548055e-19,1.559438870292815e-18,3.781394750915958e-18,1.8940407185467947e-19,0.0,4.481496440884796e-18,1.4935058566902932e-18,0.0,0.0,9.105242692531476e-19,0.0,0.0,0.0,4.259947230626465e-18
NEWMONT,1.6461815646289988e-18,0.0,8.319689598512351e-19,0.0,0.0,0.016862935633232226,0.019538303020183143,0.02775173166780521,0.017487237031969315,0.047124944085505396,0.005004768541941155,0.002525557264754877,5.210649236323155e-18,6.694771644027259e-19,0.0,0.0,0.008461273788014924,0.0
NEXTERA ENERGY,1.0798693519839647e-19,0.0,0.0,0.00032953016586687956,0.0,1.361690114148953e-18,0.0,0.0,0.0,0.0,0.0,2.325319502103668e-18,3.584222179686568e-18,0.0,0.0,0.013236242192375245,0.01197904615356778,0.022095436122063893
NIKE 'B',0.0,0.0,0.0,1.0799166274745666e-18,0.0,0.0,0.0,6.253627675223961e-18,0.0,0.0,0.006538476274760106,0.03390751380364017,0.02816279915370787,0.0039631019597178695,0.011086478694841792,0.0,9.023812117033578e-19,0.0
NISOURCE,0.0,1.805805913785446e-19,0.0,8.538412888830504e-19,0.0,6.661044776843895e-19,0.0,3.3495384158129247e-18,2.398615094654053e-18,0.0,0.0,0.016624410659875306,0.004491980982362912,0.002126661605942359,0.01041626820639932,0.0,0.0,0.0
NORDSTROM,0.0,0.0,1.6735543232041172e-19,0.0,8.853021442651635e-20,2.9384480230421865e-19,0.0,0.0,0.0,0.0,1.408984036724624e-19,3.475403387049695e-19,3.204449378198148e-19,3.516269160433066e-19,0.0,0.0,6.62524052483627e-20,0.0
NORFOLK SOUTHERN,1.6606683490605573e-19,2.2479022913264024e-19,5.444207077836555e-19,4.337483807921492e-19,1.6556293624549122e-18,2.6329639219330025e-18,0.0,0.0,0.0,2.6975501773883452e-18,7.249129919254299e-19,1.7332485242353312e-18,0.0,6.842741179194246e-19,0.0,0.0,7.70241789163546e-19,0.0
NORTHERN TRUST,0.0,0.0,1.577677671551859e-18,1.6460660717984113e-19,0.0,1.1454971524409582e-18,0.0,5.084985754336508e-18,1.9031919868883984e-18,1.4707368979303481e-18,6.232644019189749e-19,0.0,0.0,0.0,1.3786799284325725e-18,0.0,0.0,1.1245592450359325e-18
NORTHROP GRUMMAN,0.0,0.011683816731265867,0.0,0.0,0.0,1.3107202226700638e-18,0.0,5.454729948563793e-19,2.2198968479705264e-18,3.604830753151827e-18,0.0,0.0,0.00840790010897604,0.008014544434840381,0.017914871937473504,4.773586370856708e-19,0.0,1.840170203203185e-18
GEN DIGITAL,0.018940520609659436,0.012753636257384939,0.01993682512010343,0.011401318025912486,0.0,1.1271321418266645e-18,0.0,7.323138068135281e-20,7.574146042401343e-19,0.0,0.0,0.0,1.25178791050783e-18,8.748840054634665e-19,0.0,0.0,5.394398427791982e-18,3.0053495869044343e-18
NUCOR,2.815947981076833e-19,0.0,0.0,0.0,2.1801984745399396e-18,0.0,4.412643599452377e-19,2.9379062230904962e-18,9.921841748136128e-19,2.6229942840357508e-18,0.0,0.0,0.0,1.8447865874265913e-19,0.0,0.0,3.6001157957070024e-19,5.530553346428154e-19
NVIDIA,1.5153125122943745e-18,0.0,0.0,6.551828036066989e-19,0.0,5.619949825274169e-19,6.004739998924679e-18,2.0259869584116248e-19,6.495735931184817e-19,0.0,7.526993755359536e-19,0.0,0.0,0.0011354346696095011,2.190528220655122e-20,0.0,3.5695862832063437e-19,0.0
OGE ENERGY,0.0,4.840415519371133e-19,0.0,9.110384650842512e-19,1.0755523242035852e-18,1.7141543733236966e-18,0.0,2.3504177724425373e-18,0.0,0.0,8.653367030762881e-19,0.0,0.0,6.079352813115905e-19,2.847021043556382e-20,1.164262349522976e-18,3.896724307537948e-19,0.0
O I GLASS,0.0,3.7807298880141766e-19,2.107059255016733e-18,4.1853719381711144e-20,0.0,1.3710154230620363e-18,2.152587878381836e-18,2.985137929912741e-18,4.4632939779048825e-18,4.203772051082328e-18,1.4139218232850175e-18,1.0065631283924998e-18,2.3495579929594217e-18,1.166794981577559e-18,0.0,9.871872856966093e-19,1.2969654301333106e-18,0.0
O REILLY AUTOMOTIVE,1.906542173071844e-20,1.0721365177883159e-18,8.985311674222252e-19,0.0,3.719341559425375e-20,9.896310941990292e-05,0.013653008489939517,5.204170427930421e-18,0.010392673048091758,0.04341609087814235,0.0,1.4401851554203552e-18,2.758511089629769e-19,0.0,0.0,0.0,0.0,8.106286918199362e-19
OCCIDENTAL PTL.,0.0,0.0,0.0,0.0,0.0,0.0,8.611575944301323e-19,0.0,2.1985864329264406e-18,0.0,0.0,0.0,8.148920898151662e-19,0.010447790451767313,0.0,7.741316880882568e-19,0.0,1.0236568141421717e-18
OCEANEERING,0.0,3.403940940456539e-19,1.6978759900776698e-19,0.0,0.0,0.0,2.131555742303755e-19,0.0,1.6490475230009e-18,1.0781874194827112e-18,0.0,0.0,0.0,0.0,9.987156626581537e-20,3.2088243362304213e-18,4.437855147577645e-18,0.0
OLD REPUBLIC INTL.,0.0,0.0,1.954229540298579e-19,4.974901928365434e-20,1.1939206587776537e-18,7.88918953803423e-19,1.0804894283430062e-18,0.0,0.0,1.5421954843313189e-18,0.0,0.0,1.7636019869717035e-19,6.379358961099076e-19,9.489686014042939e-19,8.427724719712332e-19,6.459565199890683e-19,0.0
OMNICOM GROUP,0.0,6.411724452278872e-20,0.0,7.991496786590247e-19,2.5565836217409056e-18,1.0135204541890608e-18,0.0,0.0,0.0,8.978855029550853e-19,7.043888415758917e-19,4.492274033590093e-19,3.8019655989343144e-20,1.2402159255314493e-18,0.0,0.00012238776254673868,0.0,0.0
ONEOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8271266781695915e-19,0.0,5.112826763854104e-18,0.0,6.266102514646019e-19,0.0,1.5542961470684463e-19,9.897755050579238e-19,0.0,2.108196030332611e-19,0.0
ORACLE,0.0,4.341257874633116e-19,8.140539673564866e-19,1.6196772668610462e-18,0.0,0.0,0.0,0.0,0.0,3.425237895286095e-18,0.0,0.0,0.0,8.382857822038162e-19,0.0,1.1958386519474142e-18,1.3821658964834783e-18,2.9413570051928716e-18
OSHKOSH,5.535278420953177e-20,0.0,0.0,0.0,0.0,7.857711905963293e-19,7.229757941919637e-18,1.8994435336692633e-18,0.0,0.0,0.0,0.0,0.0,0.0,6.461843638489091e-19,0.0,0.0,1.528467958132342e-18
PG&E,8.980199280210361e-19,0.0,1.1491757467568504e-18,4.481701453015361e-19,2.007924387200046e-18,0.016315287615324043,0.03472978830755608,0.054665741343120335,0.10036295809663541,0.021660024807380693,0.0,1.4365678785432934e-18,1.432468577939462e-19,0.012160563763292028,0.025133445776525994,1.8360361951922967e-19,7.978213884757444e-19,0.00019658692425992858
PNC FINL.SVS.GP.,3.0624636008118644e-19,0.0,0.0,9.034934926781208e-19,7.146290036196434e-19,0.0,8.264802222087689e-19,0.0,0.0,7.313781860982916e-19,0.0,1.0519029564249056e-18,6.616575672897332e-19,2.4356045431030356e-18,1.0176309778952671e-18,0.0,2.7109952665923796e-19,0.0
PPG INDUSTRIES,0.0,0.0,0.0,3.3500903008655007e-19,0.0,0.0,0.0,0.0,1.854532106083502e-18,0.0,2.0834655889999996e-19,0.0,0.0,0.0,9.29187632423784e-19,5.568159874779656e-19,0.0,1.9942798395230083e-18
PPL,0.0,0.0,0.0,0.046925956007617446,0.03125101852598055,9.062105496997871e-19,0.01892694366583942,0.03126601006669707,0.014422367624724408,0.027378531609125796,0.03261476594809762,0.006615786393368478,0.0,0.00015013462061947824,8.503786594879066e-19,3.8043396821418438e-19,3.040734080780064e-18,0.0
PVH,8.469521232190075e-19,0.0,0.0,1.4403191237853253e-19,3.365175246348877e-18,8.330985247372553e-19,0.0,5.401013743894021e-18,7.487159567907583e-19,7.085089999266496e-19,0.0,0.0006567199355764598,8.892094768390044e-20,3.686287386450715e-18,0.0,0.0,1.8452896818902815e-18,0.0
PACCAR,0.0,5.713621980354883e-20,0.0,6.409316654287042e-19,0.0,1.1748578969509477e-19,0.0,3.144396057190739e-18,0.0,1.3065437662276455e-18,9.317023181014513e-19,0.0,6.664057769396184e-19,1.4674904473531204e-18,6.678485194497644e-19,0.0,0.0,0.0
PARKER-HANNIFIN,5.733814584993377e-19,5.127144403942907e-19,0.0,2.4556494128624446e-19,9.677987121986843e-20,2.900046494080247e-18,1.852257504124589e-18,2.69890618470818e-21,0.0,2.1086720066798665e-18,0.0,1.5824892251243561e-18,6.909659671562434e-20,0.0,0.0,0.0,2.671184426597796e-19,2.3115117705013005e-18
PATTERSON COMPANIES,0.002510547581207145,0.015052296378636342,0.023701920876476504,0.011516500166685142,1.2199123385134262e-18,2.256952838851936e-18,1.2186760271083097e-18,5.588135512961466e-19,0.0,2.143417714237438e-20,0.0,0.0,2.2002248395624523e-18,0.0,0.0,0.0,0.0,1.5779306920435893e-19
PATTERSON UTI ENERGY,4.593458333926315e-19,4.748318223168959e-19,0.0,0.0,0.0,1.4622382670562132e-18,2.3159610064901178e-18,7.8617488239544815e-19,1.0779301287468801e-18,0.0,0.0,5.871761706849691e-20,0.005382025253972122,4.428632488681632e-19,0.0,1.171135946995078e-18,0.0,0.0
PAYCHEX,0.0,0.0,0.0,1.0371582122999725e-19,0.0,1.5421205223714122e-18,0.0,1.761488298855185e-18,3.076918874783948e-18,0.0,1.0182023299898138e-18,0.0,0.0,0.0,3.413753512457021e-20,6.349351283860767e-19,0.0,8.801496717535478e-19
PENN ENTERTAINMENT,0.0,0.0,0.0,0.005789903695534766,2.011154819793865e-18,0.0,0.0,1.3383145450512915e-18,1.8299650047119433e-18,3.6215549718289994e-19,4.370599502950427e-19,0.0,2.2400459378077157e-18,0.0,0.0,8.923430523681934e-21,0.0,0.0
PENSKE AUTOMOTIVE GP.,0.0,3.0537298070057887e-18,1.4687067070976432e-18,0.0,0.0,0.0,0.0,3.7868643385652455e-18,0.0,8.31201213330286e-19,0.0,0.0,4.0317275590613026e-19,0.0,0.0,0.0,0.0,0.0
PEPSICO,1.3738627475340622e-18,0.0,0.0,0.012433072403379259,1.5623471882675002e-18,7.2222487584434915e-19,1.4472670651694504e-18,0.0,0.0,0.0014908278259245316,4.261892695848405e-20,2.6931146543449053e-19,0.0032402649795659107,0.0,1.0325025535358285e-19,0.0,1.5763864335004952e-18,0.0
PERDOCEO EDUCATION,8.819251662306537e-19,0.0,0.0,3.2123811981573887e-19,2.481555294288779e-18,9.26763434952904e-19,2.0246439758139912e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REVVITY,0.0,1.857385998763617e-18,0.0,3.3178825260653375e-20,2.3074850678462593e-18,0.0,2.906436364117469e-18,0.0,1.4957337981535454e-18,0.0,1.0825000598007224e-18,5.310756747235582e-19,0.0,0.0022289336910892056,0.0,0.0,3.977173170585521e-20,0.0
PFIZER,1.6784127577984507e-18,6.522337839676464e-19,0.0,1.681355132743169e-18,2.6098481196848204e-18,0.0,4.247049965922951e-18,3.659145508637777e-18,0.0,0.0,0.0,0.0,3.9929845125659583e-19,0.0,1.094149472808405e-18,0.0,2.4733766978923135e-19,0.0
PINNACLE WEST CAP.,1.6472768225763895e-19,0.0,0.0,2.9853901934657702e-21,0.0,0.0,2.4755798659950686e-18,0.0,8.80878742820526e-18,1.092977762472338e-18,3.969948924008408e-19,0.0,0.0,0.0,6.176197428440575e-19,0.008934946731620113,1.8665420278486966e-18,0.0
PIONEER NTRL.RES.,0.0,0.0,0.013799509753176807,0.0,1.856782609658071e-18,3.4877109180434606e-19,0.0,0.0,2.325768139231842e-18,5.233782844546508e-19,1.386086038492067e-18,0.0,0.0,0.0,0.0,5.959546802810055e-19,1.3642555842566732e-18,0.0
PITNEY-BOWES,1.7131633607523407e-18,1.8299627214282651e-19,2.8186054444618697e-19,1.021473753621699e-18,0.0,0.0,1.763890210199775e-18,0.0,1.1271378422629702e-18,1.4221667100086318e-19,2.166427083733064e-18,2.4519082710807353e-19,4.940702582219918e-19,1.7595835381109013e-18,1.0397106138362492e-18,1.0032773495111187e-18,0.0,0.0
